#H295R-shbcatenin		
Gene	Fold Change (log2) [- dox/+dox]	p_values_adjusted
ASMTL	-0.0361591666666664	0.888285531317364
CDC7	0.0976213333333346	0.637530761419601
CHRM2	-0.113801333333333	0.572259462311624
ZNF451	0.0576183333333332	0.813694870801638
SMCR8	0.071538000000001	0.748989588811491
DCTD	-0.00744233333333318	0.982523503616988
SMPD2	-0.178007666666667	0.48608244495005
ZWILCH	0.135747666666668	0.5530742296054
PEX10	0.0867303333333341	0.693735487656277
CD82	0.0221140000000002	0.962552669872023
RPAP2	0.156785000000001	0.441460337585051
CCL2	0.146640000000000	0.549659494702918
LINC00518	0.0502703333333333	0.843152489417868
KLHDC8A	-0.242245666666667	0.361971299676959
ZNF134	0.0293556666666675	0.918952691262331
STARD7	-0.00548666666666539	0.986688186746568
EHHADH	0.0810786666666671	0.737850396206001
PXK	-0.355828666666666	0.101980812453755
SLC5A12	0.201131333333334	0.4261850174154
TAGLN	-0.0308649999999996	0.922697964464038
BAK1	0.0104620000000009	0.974895360062947
PCSK4	0.0435733333333341	0.891719978528798
C3orf65	-0.0732633333333328	0.754015160951226
PLSCR1	0.579133666666668	0.0326806169766676
HNRNPA3	-0.0842555555555544	0.706965493695243
LEKR1	0.0598973333333341	0.786118160890663
ST7L	-0.0337969999999989	0.942092082409632
SMC2	0.146783666666668	0.492720036901389
KIF15	0.181173000000001	0.520424642482869
ZNF787	-0.101633333333332	0.684569287653569
KLHL20	-0.118639333333332	0.565864537714407
GUCY1B2	0.0283026666666673	0.911242495488915
AKR1E2	0.129762000000001	0.639837290428782
MAPK8	0.149855333333335	0.510927443048013
GAS1	-0.0318686666666652	0.916575601310512
CAT	0.230372000000001	0.233528575266801
CTAGE5	-0.96196	0.0216138709400044
ZNF416	0.129317	0.576277303044571
NYNRIN	-0.00580333333333344	0.989265037176288
GUCY1A2	-0.416987333333333	0.0631498594066912
DIRAS3	-0.075040999999999	0.728911421670294
SAMD15	-0.338921	0.099045346265795
MAGEA1	0.0914746666666675	0.667732731151074
RBMXL2	-0.0750446666666658	0.830147563067484
SLC44A1	0.2820710	0.137706210508003
HOXA4	0.127312000000001	0.536063442230912
TNFRSF10C	0.107626666666667	0.6034967860712
TPX2	0.0227886666666671	0.944735546098178
KIF5B	-0.00956333333333161	0.974451420920923
sept-09	0.112222666666668	0.597274793991978
DAZAP1	-0.107415999999998	0.613258123073115
TEF	-0.189280333333333	0.330658906409802
SMCR5	-0.0425306666666663	0.922148106708426
PCDHB9	0.101852333333333	0.671766969198954
PCDHB6	-0.212815333333332	0.266979834423163
PURB	-0.744531333333332	0.00964046731120165
ABCA2	-0.114697999999999	0.621638405081042
PRCC	0.0616193333333348	0.77895955075587
CSRNP1	-0.326438333333333	0.144743493582474
SLC12A3	-0.00984499999999981	0.974451420920923
DENND4B	-0.280226666666666	0.182794399904883
CEACAM6	-0.0490523333333331	0.842903889380894
SPHK1	0.0811536666666679	0.82138507507873
RASD2	-0.247739333333334	0.313220411537404
HUWE1	-0.0468136666666653	0.883913953154694
TGM2	-0.0283989999999996	0.91143191097679
RNF175	-0.0050033333333331	0.98893091110662
IL17D	-0.119593999999999	0.712653771000543
SLC1A5	-0.0353436666666663	0.888476605628154
EIF2A	-0.0769566666666657	0.798151134664617
PLXNA1	-0.151872333333332	0.503308350574223
ZNF671	0.147325333333334	0.580149967309238
SETD1B	-0.0287706666666659	0.910663650054071
KIAA1468	0.0100833333333347	0.974895360062947
DCAF13	-0.0888033333333328	0.700976399025928
C3orf36	-0.0470923333333333	0.855240892932328
FZD3	0.104315333333334	0.74212040995637
SLC22A11	-0.0446096666666657	0.85184175589894
TNFRSF10D	0.125661666666667	0.583036318848746
CNGB3	-0.0131859999999994	0.969104903637376
WIZ	-0.0959069999999995	0.670071773006358
ANP32A	-0.0902198333333315	0.6846855637534
PPP1R26	-0.0232129999999991	0.928897428735123
C15orf60	0.136493666666667	0.583708661347349
PLEKHO1	-0.0619296666666666	0.791240721091965
C20orf195	-0.0587609999999996	0.849384482495249
HOXB8	-0.264412333333333	0.309421300309741
UMPS	-0.105500333333332	0.637570808030689
ZNF302	0.196048666666667	0.320225451789804
TFAP2A	0.141962666666667	0.489894482040166
ZNF185	-0.0559826666666662	0.837732816472933
BEST2	0.130746666666667	0.629657237462109
PRRT2	-0.112140333333333	0.639837290428782
C12orf74	-0.197478666666666	0.512796060754107
PLK4	0.195353333333334	0.398554167047557
PNPLA3	-0.0828046666666665	0.771941283177241
GRM4	-0.0317203333333323	0.925476944639214
RAB5A	-0.00064666666666558	0.997953056544486
LYPLAL1	0.0206230000000007	0.95417877753931
sept-02	-0.0388996666666658	0.873663396186202
ALS2	0.0390853333333344	0.902744074046491
ANKRD11	-0.0594032499999981	0.808253941454262
ARPP19	0.0847145000000002	0.688145991467449
PLEKHB1	0.00067533333333380	0.998281147912498
TUBG1	-0.0061233333333336	0.985263856374185
RIBC2	0.0198543333333341	0.94678260229888
ZMYND15	-0.129932666666667	0.546434057395997
PRKX	0.0708566666666678	0.765276224002577
CNST	0.316912333333335	0.133094907391771
ISLR	-0.0749923333333333	0.778995157976597
ZSCAN12	0.121676333333333	0.626064244773985
PCDHB15	0.351628	0.103301877951436
ROS1	0.0428503333333335	0.863941738814148
C7orf31	0.330993000000000	0.165619554708818
INTS2	0.104576000000001	0.635267430402483
XYLT2	-0.295918666666666	0.135327979780793
C17orf80	-0.0376786666666664	0.892921857967499
PYGO2	0.0684013333333335	0.779683585417535
EIF2S1	-0.289678666666666	0.150274389990121
FAM150B	0.00044433333333446	0.998351142601927
MTUS2-AS1	-0.199368333333333	0.306286104860031
TSPY1	-0.0220801111111101	0.938282767814398
ACACA	0.0915280000000015	0.704370299831112
GRIN2C	-0.0784649999999994	0.794102100657862
NCOA4	0.0253973333333346	0.924674647382585
NMD3	0.0144353333333346	0.969387309763954
CCDC19	-0.169836666666666	0.431802976936949
TMEM25	0.185367000000000	0.361781227674926
FUBP3	0.0200116666666677	0.941975814538135
CSNK2B	-0.0475024999999987	0.838927397112197
DIAPH3	0.293724666666667	0.163725198409623
C3orf27	-0.145247	0.498454352317107
AGL	0.0935556666666677	0.68641735550035
CAV1	-0.0245069999999994	0.931494545972758
CCDC111	0.324054333333334	0.126863181258387
MTMR4	-0.278747666666665	0.190569948330175
HMGN1	0.0348783333333345	0.891410328517388
FOXJ2	-0.232816666666666	0.245623058897326
KRT6A	-0.098677666666666	0.644175841365564
AP4B1	-0.554079999999999	0.0802890385571452
C21orf91	-0.299057	0.267773920477442
GRP	-0.180826999999999	0.496462982918528
ITPKB	-0.0300876666666660	0.937717709824356
PABPC4	-0.0753389999999983	0.748388402768556
EVC	0.0349136666666674	0.908473154502781
VN1R2	-0.0213146666666663	0.952505889082874
AMFR	0.0446946666666674	0.861738550686595
C1orf180	0.0530733333333336	0.815309621716298
C16orf89	0.026000333333334	0.935223865987462
RMI1	0.0389166666666677	0.879610782084904
DONSON	0.224392666666667	0.234227600059511
LINC00308	0.0328240000000002	0.904236796123256
ZNF548	0.0750446666666678	0.742840137118157
CGREF1	-0.274957999999999	0.217068641960933
IHH	0.0568286666666676	0.871104061464043
CR2	0.0291633333333337	0.919753903246749
RCN3	0.00682766666666628	0.98349947509937
DNAL1	0.131243333333334	0.592716584553539
IFI27L2	0.0748436666666672	0.791599529156989
THOC2	0.0899466666666679	0.671492528470281
CEBPD	0.0771490000000003	0.757990235154062
INSRR	-0.138081333333333	0.484446864118853
COX7A1	-0.0760943333333326	0.826922793139517
VPS45	0.120005666666667	0.549323798856043
SCYL2	0.0166730000000003	0.95285450244329
BCL2L14	-0.0179819999999999	0.954021566744527
OVGP1	-0.114037333333332	0.611770847276966
NAT8L	-0.151282666666666	0.528409919089401
GLS2	-0.0754076666666662	0.73481029572636
SLC35F3	-0.0601453333333327	0.840247972976129
POF1B	-0.0936066666666664	0.68400971768044
MAP4K3	0.105255666666668	0.635069698575895
SNX1	0.133285666666667	0.547305665058354
OLFM1	-0.355697333333333	0.204005720059480
PTN	0.273578000000001	0.174033593336554
FAT1	-0.118718666666666	0.597274793991978
COMP	-0.190386000000000	0.419320988334059
KCTD12	-0.177736666666666	0.427283471646461
UBE2J1	0.162994333333335	0.428953946992621
PPM1D	0.253390000000001	0.174063898659918
PARP14	0.169511000000002	0.393524204428715
mars-02	-0.301755333333332	0.181734378040088
JPH4	-0.094555666666667	0.77895955075587
FNBP4	0.113059000000000	0.61621014110361
RTN4RL2	-0.154639666666666	0.552298643114782
C11orf87	-0.127412333333332	0.520709741182581
KLK5	-0.200050666666666	0.44275000040488
CSRP3	0.0973826666666674	0.64069646762551
FBXW4	-0.347114000000000	0.206909867235320
CASP8AP2	0.0485956666666671	0.85655790966096
DLX6	-0.0638260000000001	0.817083045365319
MASTL	0.247444666666667	0.320462604748547
CMIP	-0.300688333333333	0.249799910921436
AGAP1	0.0651336666666677	0.802470214652098
HTR7P1	0.156167333333334	0.504170715090403
GIPR	-0.217709333333333	0.313220411537404
ARHGAP6	0.537554333333334	0.066097768061204
NME9	0.0301246666666676	0.904507944803624
TMEM204	0.0522396666666672	0.823061379322626
LOC728819	0.193042666666667	0.468377378486522
PLIN1	-0.126623666666666	0.711075151205956
LINC00242	-0.0805503333333329	0.719304894613107
SPTAN1	0.128420000000000	0.589687893028288
RABEP1	0.027940666666667	0.911600329626215
PCDHB3	-0.126931000000000	0.58391025729515
EPG5	-0.413816333333333	0.137297162355315
FAM120A	-0.0467478333333327	0.841174975800285
C8orf49	-0.00131233333333345	0.996285985364494
RNF165	-0.0772523333333328	0.734228369215232
TMPRSS15	0.0930113333333336	0.698340448759983
KIF23	0.152610000000000	0.492100665301584
HIST1H2AK	0.0644760000000016	0.850897461752934
C19orf44	0.0998409999999998	0.635069698575895
NGFR	-0.100186666666667	0.689267979966846
LRBA	-0.673481999999999	0.0169419371876331
OR5I1	0.0747620000000003	0.766574854574416
PSMC3IP	-1.24255166666667	0.00295083342264811
MT1X	0.0800866666666674	0.772139923817113
LRRC4B	-0.0895993333333319	0.74687011643745
DDX3Y	0.0423503333333335	0.882517847404652
DR1	-0.032001333333332	0.910625003107163
AXL	0.316027666666667	0.0996515501712583
CPS1-IT1	-0.00576499999999994	0.987134800094338
SNRPN	0.645132095238096	0.174063898659918
SLC25A18	-0.0611376666666658	0.835884942206786
SYT15	0.0281883333333348	0.92484471634727
PPM1J	0.0373206666666669	0.901863465434143
RFXANK	0.072228	0.745245240629921
C8orf37	0.245010333333335	0.320875140358249
CDC45	-0.0805916666666662	0.704370299831112
PITPNM1	-0.129581666666665	0.669530887411007
ZNF83	0.0494263333333341	0.836663486707778
HPS5	-0.102499333333333	0.674531431277108
RALGAPA1	0.367419333333335	0.158095862862508
SOX21	0.0432010000000001	0.9273350681791
SCAF8	-0.109495333333333	0.588052519326463
GABRP	-0.135227666666666	0.499554381454891
OPCML	-0.532792999999999	0.329321493912251
CNOT10	0.0927193333333353	0.674780899769326
LEFTY1	-0.00087033333333208	0.99792238320329
FNDC9	0.0599296666666674	0.82667899725046
COL22A1	-0.0617219999999999	0.82844931076437
SLC22A14	-0.0563159999999998	0.858560160567975
TRIM2	0.116154333333335	0.566075188962
ZFP36L1	-0.003614833333332	0.99106990984423
HAPLN3	-0.106520000000000	0.610847413222267
FLJ32790	-0.221676666666666	0.338777202459218
TAMM41	-0.0868723333333325	0.741438256509195
C6orf123	0.117254333333334	0.555088011807105
LMF1	-0.118148666666666	0.584434983272196
RASL11B	-0.0364786666666663	0.905071365396373
CTSB	0.109038333333335	0.637596150841031
CHIT1	-0.0770626666666662	0.823458541833548
AHSA2	0.263671666666667	0.162124453550270
C15orf32	0.0818780000000005	0.771373465365664
IL37	0.0501933333333342	0.828768475477959
BOLA1	0.195462333333334	0.374814376822818
LYSMD1	0.186088666666666	0.410917713955087
CLP1	-0.117096333333333	0.578893615511221
TBX4	-0.0750693333333326	0.7711825248022
APOD	-0.0780756666666662	0.794911513166032
WDR11	0.0196030000000016	0.94622978991441
OR8D1	-0.0755623333333328	0.754488794029141
CEP76	0.092508	0.732554472781933
PROX1	-0.255413666666667	0.408178621977204
SCRN2	0.0474263333333338	0.857015626494513
KIF5A	0.0858756666666667	0.745967084434416
FCRLA	0.0402346666666675	0.903788355106891
ZFP41	-0.112324333333333	0.616036866881905
ISX	-0.0707453333333331	0.769890867417328
MEGF6	-0.113285333333333	0.704305129962527
SLC6A14	0.058297333333334	0.802984596560166
SNRPB	0.0659710000000003	0.764848773122078
PCDH12	-0.120726000000000	0.549323798856043
BEND3	-0.0211550000000001	0.941559580750404
ICAM1	-0.144555666666666	0.721454370213253
STAT2	-0.102965666666666	0.655063476133482
HYLS1	0.246241333333333	0.309421300309741
PARP2	0.120054000000001	0.575560239919437
CLEC12B	-0.0358893333333331	0.899372153567648
TNN	0.0380693333333335	0.883878395614985
CD3EAP	-0.182542666666666	0.410296457977492
NAA35	-0.0618933333333325	0.777585466017059
TEKT2	-0.00167333333333309	0.99597023247862
FBXL2	0.213988666666668	0.503352066997863
PLA2G4D	-0.349810666666666	0.096678383306742
COPB2	0.0501366666666681	0.825729064695823
MYO19	-0.124150333333334	0.536063442230912
PRSS55	0.0189376666666669	0.94678260229888
RSPO4	-0.119721333333332	0.706965493695243
C8A	-0.112648000000000	0.641044966033937
HOXC13	-0.391566333333332	0.139567607482897
TIGIT	-0.169706000000000	0.596924734519002
SLC26A1	0.0139543333333332	0.976702491879288
MIER3	0.146853333333334	0.49971129098408
ZNF836	0.137787333333335	0.509677952600171
HIPK4	0.00519433333333409	0.988133186272453
VCAM1	-0.289495333333333	0.329156959330247
GPR132	-0.0844689999999994	0.777406710539424
THPO	-0.0748096666666657	0.762981436878551
GUCY2F	-0.140503666666666	0.520245449442202
SLC38A3	0.0187920000000003	0.97002499251073
VSIG10	0.0289946666666677	0.919314110828047
ACPP	-0.403808333333332	0.05368634135411
RRP1B	-0.053277333333332	0.84100404224146
SENP6	0.190671666666668	0.397798624983652
SP4	0.139887666666667	0.588512630072945
IPO8	0.0689346666666662	0.765339817431245
ESRP2	0.00640699999999985	0.984646946725923
GALNT12	0.167206666666667	0.43400381736769
CARS2	-0.00119866666666551	0.996826292964745
DCLRE1C	0.101842333333334	0.735665165720299
HSH2D	-0.150089333333333	0.513967209547063
EML3	0.00655666666666694	0.986480140342539
RPS16	-0.0321733333333321	0.903182673566864
CUL4B	-0.00531766666666517	0.987134800094338
KIF4A	-0.00275833333333185	0.994738356997797
RXFP1	-0.00249799999999971	0.993869242746475
CREB1	-0.0521819999999996	0.870543028294187
KRT32	0.0379256666666668	0.904507944803624
NR2C1	0.349237333333334	0.0896797344789652
ENO2	0.0575056666666676	0.810423232842053
PRKY	-0.0262806666666661	0.931446587444396
RNPS1	-0.0663799999999998	0.764545897602815
NR1H2	0.0204616666666669	0.945904449997854
CAPNS1	0.0640666666666675	0.779485206901945
TMTC2	0.138121000000001	0.551125574415782
TSPY26P	-0.220982666666667	0.388303383752735
MAD2L1BP	-0.00708366666666545	0.987163226136842
MYOCD	-0.109910333333333	0.616961986237355
HIST1H2BN	0.196670000000000	0.410343763683663
HIST1H4J	0.165321000000001	0.45895048781174
IRAK1BP1	0.337190333333334	0.1780215342276
RPS6KA5	0.136023000000000	0.578893615511221
HEYL	-0.0984643333333327	0.697094236295306
FUT6	-0.125812666666666	0.539568472169283
LOC100130275	0.0831513333333343	0.766569862858904
FGFR3	0.0615386666666674	0.815540776675037
CTNNBL1	-0.0476563333333324	0.843152489417868
RILPL2	-0.216438666666665	0.25470355352902
TNFRSF11B	-0.0400569999999997	0.873663396186202
FRAT1	0.0511136666666669	0.85184175589894
TCTN3	0.0998253333333332	0.640267000021599
TMEM95	-0.0824519999999996	0.731007359044756
TLR10	-0.0395869999999998	0.892810620000722
LOC442075	-0.0947693333333322	0.647065102430804
LSM6	0.0539043333333339	0.851568943534661
SLC6A18	-0.108508999999999	0.633561720825521
EYA2	-0.326087999999999	0.155319778701693
MAFB	-0.343098000000000	0.128872002711120
PCDHB16	0.163697666666669	0.57851821618347
TRPM4	-0.0652003333333331	0.77740028876925
RPS10P7	-0.107565666666666	0.721039266334933
CSTF2	-0.216818000000000	0.353471671280201
ARHGEF9	-0.230600999999999	0.278938500161599
TAGAP	-0.0571623333333328	0.799725367501923
NLRP5	-0.137356999999999	0.516217364739058
NONO	-0.0104099999999996	0.972395918043445
CLMP	-0.116676666666666	0.764133293709815
HMGN2P46	-0.132689333333332	0.623357154900356
ARID5A	-0.0524561666666669	0.82700027112124
FBXO28	0.281311333333334	0.145985985395390
ANKRD40	0.0636393333333333	0.82616467676523
NKX6-1	-0.272109666666666	0.278744378442307
DEFB126	0.108965666666667	0.759682045828681
ANO2	0.0225493333333331	0.94375604597120
PRR14	-0.0726116666666664	0.748579513438275
ST6GALNAC4	-0.136577333333331	0.525917496526617
PRPSAP1	0.107653000000001	0.670113640649168
FAM171A2	0.0139693333333347	0.978192116090894
CD34	-0.0291693333333328	0.936557228489982
GPR4	-0.233583000000000	0.306750175723678
NR2F2	0.0817613333333345	0.731303939999377
TMEM75	-0.091954666666666	0.704370299831112
KDM5C	-0.229360999999999	0.296197666389862
ZNF587	-0.0291586666666663	0.91627892449973
INCENP	-0.0139129999999984	0.963815889459617
FKBP1B	0.0674703333333342	0.78606666960761
PEX26	-0.0360416666666660	0.888151072264636
BUB1	0.096591666666667	0.6846855637534
FRZB	0.0846006666666667	0.710917898234342
PPP2R2A	-0.007422333333332	0.98256318768706
ASB13	-0.390211333333332	0.0601168126740641
TRMT11	-0.0832669999999993	0.692494286263795
NUFIP2	-0.191279666666664	0.390435015799203
ZNF776	0.261483000000002	0.195927187569286
POM121L2	-0.0236356666666666	0.941559580750404
MBNL1	0.155415000000001	0.441366313859876
CENPJ	0.00297600000000076	0.99529569362957
DIO3	-0.0848926666666664	0.760810252329096
GTPBP4	-0.246266	0.187231535349616
ZNF645	-0.111354000000000	0.741809049318412
TMTC4	-0.563155999999999	0.0392329313827969
OR10D3	-0.242070333333333	0.228292762690892
SARM1	-0.089761333333333	0.774210549173745
MC5R	0.0267873333333334	0.92469922248949
ATXN3	-0.135872999999999	0.611770847276966
GLOD4	0.107587333333333	0.631650146912655
TMEM132D	-0.103245999999999	0.731069486458256
APBA1	-0.0121143333333324	0.974451420920923
MRFAP1L1	-0.00203466666666579	0.99529569362957
HBD	0.076581666666667	0.766569862858904
POLR1E	-0.258216	0.258517764941643
LOC440173	0.276126000000001	0.158095716859654
UPK1B	0.0761963333333336	0.823062219441786
EEF1A1	0.00486500000000196	0.987937064305561
LOC100506730	-0.174350333333333	0.426518032099216
LRFN1	-0.128855000000000	0.588365247524911
CABP5	-0.190578666666667	0.461494497197158
IRF9	0.0117545000000001	0.970030485008698
ANXA2P1	0.356469333333334	0.162505104948410
ZNF197	0.108423666666667	0.641391983149645
FAS	0.441815333333334	0.034523754310686
YIF1B	-0.0363675	0.887363245747406
C15orf54	0.137893000000000	0.531469495552605
GPRC5B	0.133364666666668	0.55155082188871
TNXB	-0.133204666666666	0.68171195530621
ARHGAP11A	-0.0441179999999992	0.870843154725153
NAT10	-0.20003	0.390497309173453
WISP3	-0.00351899999999919	0.991883362600632
C12orf75	0.0454230000000002	0.854488714029133
TTLL1	-0.0534366666666661	0.826163946239814
FAM162B	-0.0977933333333329	0.712601873916151
CHMP6	0.147033333333334	0.503308350574223
UG0898H09	-0.0828979999999997	0.818043942279884
ATP12A	-0.103185999999999	0.68135180147671
BTNL2	-0.0238143333333328	0.95482028291900
NEFL	0.092263666666668	0.748715075113364
ALDH6A1	-0.0738079999999995	0.754656494947715
CCNO	-0.118569333333333	0.63046946440408
MYH16	-0.161392333333333	0.449693583707481
LILRA5	0.0671413333333335	0.791198225931664
BLZF1	-0.0108263333333323	0.973783155960644
WDR6	-0.210487	0.26379864393003
GPR3	-0.0878963333333334	0.731069486458256
ANP32C	-0.119155999999999	0.592716584553539
SLC17A7	-0.0109399999999996	0.97184501043952
POLA1	-0.0214963333333327	0.952916086133035
NPFFR2	-0.0819386666666663	0.705543977023539
KHDRBS1	-0.00537499999999877	0.987134800094338
TMEM212	0.0649653333333337	0.80355218052314
LOC654433	0.029073666666667	0.943605992246673
CSK	0.0457096666666676	0.856640814502011
PRMT5	-0.163495999999999	0.446756640099031
TRUB1	0.157585000000001	0.44275000040488
HSD3B1	-0.143842	0.534910593395784
ACAD8	-0.0689633333333316	0.771373465365664
ARHGEF16	-0.162024333333332	0.410584580608825
SSBP3	0.082173000000002	0.76368723681351
RPUSD1	0.0621820000000003	0.782886750366221
C5orf15	0.248984666666668	0.271129799442592
TELO2	-0.201196999999998	0.324937679238988
ZMYM5	0.118970666666668	0.58969057474622
KLHDC2	-0.0745906666666652	0.754015160951226
ARG1	0.667656666666667	0.324443655582244
KLK11	0.0626923333333339	0.792778259205127
GRAMD1A	-0.0512073333333328	0.843134844119548
GINS1	0.203032666666668	0.302530834830147
DUSP4	-0.0413553333333319	0.888476605628154
FARP2	-0.0137573333333325	0.966342921970461
CKM	-0.0597659999999994	0.799725367501923
KIAA0100	-0.365076333333332	0.124984536231968
IFNAR1	0.00580833333333349	0.987134800094338
CHODL	0.0450823333333337	0.859530555826076
NCAM2	-0.145955333333333	0.46282835887768
HYDIN	0.120740666666667	0.619932346687646
ALG9	0.243414000000001	0.213135306400917
S1PR1	-0.254295	0.192973194605635
SLC17A9	-0.186621333333334	0.57356096971983
LYAR	-0.301913333333331	0.159421950325134
C3orf37	-0.172527999999999	0.398883894731131
CHORDC1	-0.0186506666666648	0.949314722489396
SLC20A1	0.366740333333334	0.0884768351275245
MBD1	-0.0441716666666662	0.861690060758414
C2orf50	-0.0522429999999998	0.825729064695823
CACUL1	-0.0211909999999989	0.936239636794556
IGF2BP2	0.0484996666666675	0.887363245747406
FAM179A	-0.0106926666666665	0.972334209448278
VMO1	-0.0644556666666657	0.830530508494463
SETDB1	0.0930996666666666	0.665196715536232
OPALIN	-0.151286000000000	0.46336719380894
TINF2	0.0759293333333342	0.772520347452753
SGOL1	0.173145333333334	0.5530742296054
ZNF35	-0.149470333333332	0.485054643787725
FAM160B1	0.119420000000001	0.575378149225683
TMEM133	0.399436000000001	0.124721634754001
GPR128	0.0552140000000004	0.855533429360007
TMED3	-0.0591766666666658	0.799725367501923
RGS6	-0.0221863333333331	0.933248182961486
PARN	0.125874333333333	0.524648943468618
C19orf10	0.184275666666668	0.376020235114735
FLRT3	0.068614333333334	0.777392889079628
AMBRA1	0.00393200000000096	0.991175862027014
PIP5KL1	0.106088333333334	0.667144126671051
ENPEP	0.100013333333333	0.637426515050706
MPHOSPH9	0.164815666666668	0.428953946992621
ZNF432	-0.00621399999999824	0.988133186272453
KIAA0586	-0.224022333333332	0.376882447735926
RBM17	0.00917033333333359	0.976702491879288
PLN	0.082530333333334	0.729912257977231
GPR137	-0.00839266666666687	0.98025379113353
CPNE2	0.202719000000000	0.489894482040166
TRIP13	-0.306513333333333	0.156827757693885
CASC5	0.161787666666668	0.541939010010167
KLHDC7A	-0.0527483333333336	0.84290135427471
LOC652276	-0.232874666666667	0.592903969429707
RFPL3	-0.138898333333333	0.568659275949231
LINC00085	-0.0104929999999989	0.972327702257384
C21orf90	-0.214709666666666	0.262632881930563
SLCO1A2	0.407620333333334	0.128450477696566
MDGA2	0.00570300000000062	0.987163226136842
LUM	0.0315709999999998	0.906093399285191
RPGRIP1	-0.0680833333333329	0.76819424073258
CLPTM1	0.0110833333333346	0.970456964810804
CYB5R2	-0.547651333333333	0.114599211633843
NEIL3	0.305396333333334	0.257194631784673
INO80C	0.117938	0.600135947031633
RPH3A	0.0519226666666669	0.87095450632169
WDR12	-0.255889333333333	0.198299581791991
FOXA1	-0.0156806666666672	0.966879505998417
PLXNA2	-0.0798979999999988	0.712406292376982
UTY	-0.0903166666666662	0.733867173296405
CER1	0.0750556666666667	0.729368274679147
ATP2C1	-0.00487433333333158	0.987937064305561
CEP85L	0.254923666666667	0.242636078655898
TSLP	0.204798333333333	0.309421300309741
RHOU	-0.410433666666665	0.0697845693837847
SCGB1D1	0.0800916666666672	0.78222483684508
DDN	-0.176346999999999	0.549659494702918
NEK10	0.215212666666667	0.397798624983652
GPATCH8	-0.0197853333333335	0.946392308016584
TRPV5	0.0348980000000002	0.899484889138756
IQCC	-0.0200866666666659	0.94678260229888
CXCL2	0.0374856666666671	0.911715211050394
OLFML2A	-0.092541666666666	0.670071773006358
SLC6A9	-0.239658666666665	0.321696396000061
PSD3	0.188811500000000	0.406211996897819
PNO1	-0.143645666666666	0.516217427447249
WNT16	-0.0100279999999990	0.977997080364813
KDM5D	-0.0744423333333328	0.745455303567133
SHCBP1	0.0426880000000003	0.862744795576892
OSTC	-0.130808000000000	0.514420666507349
SCARF2	-0.0409149999999998	0.924674647382585
CFHR3	-0.0956426666666663	0.696927295330661
HAND1	-0.131894333333333	0.551642602536241
FZD10	-0.0546729999999998	0.867640898095998
PTPN21	0.349358666666667	0.211495399841293
PXT1	-0.00746799999999965	0.982398683576954
AFF1	0.117264333333334	0.614221661998915
STRAP	0.0592936666666671	0.788201431210286
FANCB	-0.0883183333333327	0.812358226571296
CCDC90B	0.213856666666667	0.284033466227373
FLJ16124	-0.0416089999999997	0.914418029309221
VWF	-0.0328903333333334	0.896255571019035
LIN37	0.0743700000000018	0.745967084434416
RDH16	-0.119884000000000	0.578893615511221
FAM124A	-0.0599973333333325	0.786973845403943
ZNF414	0.0955526666666666	0.6846855637534
MAN1B1	-0.334954333333333	0.0888564451939157
ERVK13-1	-0.0471693333333324	0.880254449461876
IQSEC2	-0.117513666666666	0.612697324680132
PADI1	0.0677173333333344	0.814211123519969
SNX20	-0.0830379999999996	0.774104133965233
CTRC	-0.0635516666666663	0.890094615232462
LZTFL1	-0.239743333333333	0.25721699788802
ADD1	0.0899023333333347	0.685254219232839
TGM7	0.0388379999999998	0.9035064073154
TANC2	0.180247666666668	0.45504615767131
FAM46C	-0.0625793333333321	0.78960166957155
MAN2B1	0.20326	0.423347587771162
MEF2A	0.0695720000000018	0.750408632709156
HEY2	-0.0919426666666655	0.752735751974352
MGC21881	0.112746916666667	0.60302310939506
PRMT8	-0.135345999999999	0.627524319098374
UBQLN2	0.0523050000000011	0.822390330537826
TCEAL2	-0.193973333333333	0.33770171093777
KRTAP17-1	-0.173162000000000	0.483840860674189
ATG16L2	-0.0683583333333327	0.7879955379643
TTC9B	-0.0546726666666658	0.86011149680202
PPWD1	0.0125500000000012	0.96757929696675
FANCM	-0.113952999999999	0.639002829892966
ZNF280D	0.225441333333334	0.253356882479072
C7orf62	0.0254653333333335	0.934697874124054
OR12D2	-0.119779833333333	0.571364362269605
RNF38	0.293888333333334	0.14208977383533
GPR22	-0.338844000000000	0.112438115304648
SLC24A3	0.00044933333333388	0.998351142601927
COL6A2	0.166445000000000	0.443378989641463
SMEK1	0.0591280000000007	0.798038248389079
KCNRG	0.111999000000000	0.611725132091384
ZNF446	-0.0994179999999996	0.656324975591247
NFATC3	0.063662000000001	0.796433280371074
CERS6	0.116389000000001	0.596617523400524
ZNF766	0.0341586666666679	0.897291389279896
ABCC4	-0.425310666666666	0.0492053003500414
TAS2R10	-0.0172286666666663	0.974451420920923
DSCC1	0.196832666666666	0.442294185443201
KRT12	-0.0508626666666659	0.830926049084239
SLC26A6	-0.0468706666666659	0.839998150752089
CCDC33	-0.0200509999999993	0.953075282897994
NUP98	-0.0606656666666651	0.833546318326642
SLC25A16	-0.185174000000000	0.490110576940323
REG1P	-0.0635726666666666	0.79977286075522
LBR	0.155303000000001	0.513141966218084
C16orf72	-0.071054333333333	0.756338676348025
SLC12A4	0.0924873333333344	0.724603790871296
NRN1	0.195538333333335	0.346165986086181
CYP2F1	-0.0470756666666661	0.838927397112197
