id	data_format	cases	access	file_name	submitter_id	data_category	type	platform	file_size	created_datetime	md5sum	updated_datetime	file_id	data_type	state	experimental_strategy	version	data_release	project	analysis_id	analysis_state	analysis_submitter_id	analysis_workflow_link	analysis_workflow_type	analysis_workflow_version	sample_type	is_ffpe	cases.submitter_id	sample.submitter_id
8e2497b7-60b7-4a27-8025-f78295c9c521	TSV	CPT0026790001	open	43d39f8d-3fc9-4e76-9502-75fbbcf1b859.rna_seq.augmented_star_gene_counts.tsv	87deef36-2ad2-48bd-a6f7-4d89fc5b7854	Transcriptome Profiling	gene_expression	Illumina	4220505	2022-04-21T08:56:41.520444-05:00	cb7add45f934e4ae992f4797676bf478	2024-07-29T22:13:49.483934-05:00	8e2497b7-60b7-4a27-8025-f78295c9c521	Gene Expression Quantification	released	RNA-Seq	1	34.0 - 43.0	CPTAC-3	2ac77bb3-b0ed-462b-acf8-c86542970f2d	released	43d39f8d-3fc9-4e76-9502-75fbbcf1b859_star_-_counts	quay.io/ncigdc	STAR - Counts	61fd5ef8ab410a784da2e89eca063ca3c66998ec	Primary Tumor	NA	C3L-00771	C3L-00771-11
71b61a91-d79e-4469-a872-c65c1a54fb84	TSV	CPT0133640001	open	297e425e-de6b-4a9f-bc25-d76680906acf.rna_seq.augmented_star_gene_counts.tsv	8d734fe7-37e0-4743-a0e3-5629cbebf3fa	Transcriptome Profiling	gene_expression	Illumina	4232548	2022-04-21T08:56:56.043712-05:00	71be1d6fcc70c7b100f3fb7064250f8a	2024-07-29T19:19:04.800097-05:00	71b61a91-d79e-4469-a872-c65c1a54fb84	Gene Expression Quantification	released	RNA-Seq	1	37.0 - 43.0	CPTAC-3	df50edb4-91a1-481a-bf90-4f6cfd3f2e89	released	297e425e-de6b-4a9f-bc25-d76680906acf_star_-_counts	quay.io/ncigdc	STAR - Counts	61fd5ef8ab410a784da2e89eca063ca3c66998ec	Primary Tumor	NA	C3N-02028	C3N-02028-13
c984d6d9-16e8-4c01-b422-b84f8e27fe7d	TSV	CPT0026550001	open	885565bd-ab8a-4270-8c9e-f34a028c4ffc.rna_seq.augmented_star_gene_counts.tsv	7d677ccb-d5e2-4dc1-bc67-c85794d30b37	Transcriptome Profiling	gene_expression	Illumina	4253886	2022-04-21T08:58:28.300512-05:00	b65ee5caaaf1615891f7a83778b73664	2024-07-29T21:01:45.914395-05:00	c984d6d9-16e8-4c01-b422-b84f8e27fe7d	Gene Expression Quantification	released	RNA-Seq	1	34.0 - 43.0	CPTAC-3	544a230f-94f1-483b-8a41-d4a0cfb54f9c	released	885565bd-ab8a-4270-8c9e-f34a028c4ffc_star_-_counts	quay.io/ncigdc	STAR - Counts	61fd5ef8ab410a784da2e89eca063ca3c66998ec	Primary Tumor	NA	C3L-00769	C3L-00769-11
560a84e5-6e34-44ed-9ceb-2feb67144c5e	TSV	CPT0079650006	open	42d7be38-8a03-49c6-871c-032d65c8b167.rna_seq.augmented_star_gene_counts.tsv	aed13c11-875f-4678-8de8-07d573e7d9d6	Transcriptome Profiling	gene_expression	Illumina	4227829	2022-01-06T08:53:43.203005-06:00	c5aaad93bbff1a06cd42a309e24a2799	2024-07-30T21:44:58.896492-05:00	560a84e5-6e34-44ed-9ceb-2feb67144c5e	Gene Expression Quantification	released	RNA-Seq	2	32.0 - 43.0	CPTAC-3	9effe9b4-5387-4676-aed7-043b0bcb5b9c	released	42d7be38-8a03-49c6-871c-032d65c8b167_star_-_counts	quay.io/ncigdc	STAR - Counts	122a0dd1445b2664b1b40b7df7b0e2240183d712	Primary Tumor	NA	C3N-01510	C3N-01510-02
608e3002-4804-4334-9942-cf3c078bd43d	TSV	CPT0016260009	open	d8469b08-24f1-468d-b56d-be0137af664c.rna_seq.augmented_star_gene_counts.tsv	1cddb017-d073-4f96-8260-f9b05e0bbca4	Transcriptome Profiling	gene_expression	Illumina	4226103	2022-01-06T09:42:20.426072-06:00	ecf7ab7b5586ea059f910fab67038174	2024-07-30T21:58:21.810583-05:00	608e3002-4804-4334-9942-cf3c078bd43d	Gene Expression Quantification	released	RNA-Seq	2	32.0 - 43.0	CPTAC-3	31a73c37-e89d-40f4-a7e8-8e767e61161c	released	d8469b08-24f1-468d-b56d-be0137af664c_star_-_counts	quay.io/ncigdc	STAR - Counts	122a0dd1445b2664b1b40b7df7b0e2240183d712	Primary Tumor	NA	C3L-00938	C3L-00938-01
a7f7c586-7692-4f40-9f90-01dd674f09f4	TSV	CPT0016940006	open	f3d73e1b-d554-4f30-9c83-ce8aeec4ec44.rna_seq.augmented_star_gene_counts.tsv	310611a1-f689-459d-89f8-79c5185f35c8	Transcriptome Profiling	gene_expression	Illumina	4222248	2022-01-06T09:25:37.583702-06:00	0cf347df4a463445a8a48066cb3aefc9	2024-07-30T21:53:37.349683-05:00	a7f7c586-7692-4f40-9f90-01dd674f09f4	Gene Expression Quantification	released	RNA-Seq	2	32.0 - 43.0	CPTAC-3	3339061a-374d-44a6-a7c9-033c7e683643	released	f3d73e1b-d554-4f30-9c83-ce8aeec4ec44_star_-_counts	quay.io/ncigdc	STAR - Counts	122a0dd1445b2664b1b40b7df7b0e2240183d712	Primary Tumor	NA	C3N-00388	C3N-00388-01
a1e69845-08cb-4da9-9e9d-0a29c02f9400	TSV	CPT0182290009	open	a8e6b7e3-99a6-4d57-b0c0-2bd2ad554d1a.rna_seq.augmented_star_gene_counts.tsv	920f336e-d1f8-4b5d-becc-a160df81fdf4	Transcriptome Profiling	gene_expression	Illumina	4234695	2022-04-04T18:42:13.117106-05:00	9719e44bdeca4a7913b0caef251b9a42	2024-07-29T19:29:28.495508-05:00	a1e69845-08cb-4da9-9e9d-0a29c02f9400	Gene Expression Quantification	released	RNA-Seq	1	37.0 - 43.0	CPTAC-3	4244c675-ac72-4217-9ac1-708f877db939	released	a8e6b7e3-99a6-4d57-b0c0-2bd2ad554d1a_star_-_counts	quay.io/ncigdc	STAR - Counts	122a0dd1445b2664b1b40b7df7b0e2240183d712	Primary Tumor	NA	C3N-02639	C3N-02639-02
c910a3eb-cbfb-4216-9577-60af330cd2b0	TSV	CPT0027320006	open	1178a292-fd1e-48f0-9004-ad2f0c7f2818.rna_seq.augmented_star_gene_counts.tsv	d121b5e5-ddab-459d-a03d-d082cf802896	Transcriptome Profiling	gene_expression	Illumina	4247835	2022-01-06T09:20:11.895231-06:00	0f3a77983beac189ef40ab92e5221ac4	2024-07-30T21:46:45.435682-05:00	c910a3eb-cbfb-4216-9577-60af330cd2b0	Gene Expression Quantification	released	RNA-Seq	2	32.0 - 43.0	CPTAC-3	a7064223-de7b-4198-af7b-d74ad3a894ad	released	1178a292-fd1e-48f0-9004-ad2f0c7f2818_star_-_counts	quay.io/ncigdc	STAR - Counts	122a0dd1445b2664b1b40b7df7b0e2240183d712	Primary Tumor	NA	C3L-00961	C3L-00961-01
5156a3d0-be5e-4708-9f39-26948c0dbc9b	TSV	CPT0027340001	open	d3a0bf07-ecf1-45ae-aedd-82886e5ecf52.rna_seq.augmented_star_gene_counts.tsv	04a0ed02-db7a-4020-b938-9c288e3d7806	Transcriptome Profiling	gene_expression	Illumina	4232508	2022-04-21T09:04:19.098799-05:00	3872e546065d28373e6e18e10447e4a6	2024-07-29T20:37:10.789016-05:00	5156a3d0-be5e-4708-9f39-26948c0dbc9b	Gene Expression Quantification	released	RNA-Seq	1	34.0 - 43.0	CPTAC-3	b16fb880-aa8e-427b-91c8-0f5187603ad2	released	d3a0bf07-ecf1-45ae-aedd-82886e5ecf52_star_-_counts	quay.io/ncigdc	STAR - Counts	61fd5ef8ab410a784da2e89eca063ca3c66998ec	Primary Tumor	NA	C3L-00961	C3L-00961-11
b19050ff-9cf8-40b5-90cc-3d1cc388469b	TSV	CPT0348360001	open	e0a89709-91be-4794-a68f-33f641d10233.rna_seq.augmented_star_gene_counts.tsv	dbdc4d6d-4ce6-4af2-8443-d7c5f9aefc71	Transcriptome Profiling	gene_expression	Illumina	4230266	2022-04-21T08:50:50.910547-05:00	7ef9509221edad56e494728e63a35e4b	2024-07-29T19:35:51.948150-05:00	b19050ff-9cf8-40b5-90cc-3d1cc388469b	Gene Expression Quantification	released	RNA-Seq	1	37.0 - 43.0	CPTAC-3	a5d354e4-a8f1-4e7b-8350-5a558f464a37	released	e0a89709-91be-4794-a68f-33f641d10233_star_-_counts	quay.io/ncigdc	STAR - Counts	61fd5ef8ab410a784da2e89eca063ca3c66998ec	Primary Tumor	NA	C3L-02747	C3L-02747-12
156699cb-45f4-4cc5-81b3-649a7f0d8f62	TSV	CPT0352770001	open	552dcfb5-ee47-4724-ac09-8dca65e99b6f.rna_seq.augmented_star_gene_counts.tsv	1663d3aa-8112-4eb4-9c6d-8c766bcbcee5	Transcriptome Profiling	gene_expression	Illumina	4207660	2022-04-21T08:53:53.347751-05:00	ab6edf20633014bbd9a8b522bc0673db	2024-07-29T18:54:18.859793-05:00	156699cb-45f4-4cc5-81b3-649a7f0d8f62	Gene Expression Quantification	released	RNA-Seq	1	37.0 - 43.0	CPTAC-3	6cbd296f-0346-4d55-8305-e487ddea1443	released	552dcfb5-ee47-4724-ac09-8dca65e99b6f_star_-_counts	quay.io/ncigdc	STAR - Counts	61fd5ef8ab410a784da2e89eca063ca3c66998ec	Primary Tumor	NA	C3N-02296	C3N-02296-12
a6b2838e-88bc-478e-ba30-09e1f9d9b204	TSV	CPT0181750010	open	0e980f6e-4690-4a20-bf3d-24eba80ad987.rna_seq.augmented_star_gene_counts.tsv	cc2c5926-361e-48b1-bf6c-42b504d6f937	Transcriptome Profiling	gene_expression	Illumina	4227619	2022-04-04T18:34:21.464481-05:00	e86651a616ccb79b8ae3a18e3efb4aac	2024-07-29T19:30:13.018530-05:00	a6b2838e-88bc-478e-ba30-09e1f9d9b204	Gene Expression Quantification	released	RNA-Seq	1	37.0 - 43.0	CPTAC-3	fc74e5ea-d840-4efb-b93d-b8dcae5af983	released	0e980f6e-4690-4a20-bf3d-24eba80ad987_star_-_counts	quay.io/ncigdc	STAR - Counts	122a0dd1445b2664b1b40b7df7b0e2240183d712	Primary Tumor	NA	C3N-02296	C3N-02296-02
a1f44e7c-c9dc-4848-bb68-737442990402	TSV	CPT0093280006	open	8013a7e1-9832-48f2-be90-4a928bf9e45e.rna_seq.augmented_star_gene_counts.tsv	532a365b-4ad2-4b48-b225-6cbd276fedbc	Transcriptome Profiling	gene_expression	Illumina	4250479	2022-01-06T09:10:25.352311-06:00	7375e20f8c5c3070e77df76b119eb418	2024-07-30T22:06:29.851268-05:00	a1f44e7c-c9dc-4848-bb68-737442990402	Gene Expression Quantification	released	RNA-Seq	2	32.0 - 43.0	CPTAC-3	bbd4ee28-f74b-4a89-ba20-4f555c8a17ea	released	8013a7e1-9832-48f2-be90-4a928bf9e45e_star_-_counts	quay.io/ncigdc	STAR - Counts	122a0dd1445b2664b1b40b7df7b0e2240183d712	Primary Tumor	NA	C3L-01744	C3L-01744-01
59baf8d9-8503-4857-a099-1d9597b67992	TSV	CPT0093260001	open	8ec6a776-8a03-4b41-b131-a7ce62fff523.rna_seq.augmented_star_gene_counts.tsv	c1661542-d660-4dce-a744-9cd337205482	Transcriptome Profiling	gene_expression	Illumina	4237717	2022-04-21T09:04:14.829025-05:00	a1a7916c3357be28c1aa25ae7a7a6136	2024-07-29T20:44:07.432115-05:00	59baf8d9-8503-4857-a099-1d9597b67992	Gene Expression Quantification	released	RNA-Seq	1	34.0 - 43.0	CPTAC-3	526ede1d-51c2-4bba-8df6-4a1a115fb859	released	8ec6a776-8a03-4b41-b131-a7ce62fff523_star_-_counts	quay.io/ncigdc	STAR - Counts	61fd5ef8ab410a784da2e89eca063ca3c66998ec	Primary Tumor	NA	C3L-01744	C3L-01744-11
c3d69f12-c2c7-4436-80c0-57ee7c5b2fd4	TSV	CPT0348300001	open	1502aea4-84ac-4b53-8e19-a6f0ac930afa.rna_seq.augmented_star_gene_counts.tsv	da2737a9-0ef3-4a3e-83d7-8bde27ff3715	Transcriptome Profiling	gene_expression	Illumina	4239879	2022-04-21T09:02:08.176497-05:00	d8d8d801969a0ebe593c7672af46a439	2024-07-29T19:40:22.974549-05:00	c3d69f12-c2c7-4436-80c0-57ee7c5b2fd4	Gene Expression Quantification	released	RNA-Seq	1	37.0 - 43.0	CPTAC-3	948f3716-907b-4748-8260-78778f645643	released	1502aea4-84ac-4b53-8e19-a6f0ac930afa_star_-_counts	quay.io/ncigdc	STAR - Counts	61fd5ef8ab410a784da2e89eca063ca3c66998ec	Primary Tumor	NA	C3L-02746	C3L-02746-11
0c7619b5-0562-453f-ab73-d6341e59109b	TSV	CPT0113060006	open	9ef5885b-2c15-4db5-a05e-16ef754460c5.rna_seq.augmented_star_gene_counts.tsv	0c0b973e-27b8-40a0-9315-b33d13078c5c	Transcriptome Profiling	gene_expression	Illumina	4229562	2022-04-04T18:32:57.353026-05:00	2956e7240fde9a2c1badcbe1443526c4	2024-07-29T18:51:49.022794-05:00	0c7619b5-0562-453f-ab73-d6341e59109b	Gene Expression Quantification	released	RNA-Seq	1	37.0 - 43.0	CPTAC-3	e65f1b56-daee-4482-b432-99720186483f	released	9ef5885b-2c15-4db5-a05e-16ef754460c5_star_-_counts	quay.io/ncigdc	STAR - Counts	122a0dd1445b2664b1b40b7df7b0e2240183d712	Primary Tumor	NA	C3L-02545	C3L-02545-03
deda21c2-4509-4b4d-a2e0-3e3099557563	TSV	CPT0288830006	open	7f812191-3424-42f2-9276-3c4901557f1f.rna_seq.augmented_star_gene_counts.tsv	101e54f6-8ed1-4646-98f1-274fc89323a2	Transcriptome Profiling	gene_expression	Illumina	4236964	2022-04-04T19:19:19.603439-05:00	c9685b1ba39e483fb1e7210e2c5110f0	2024-07-29T19:46:56.379686-05:00	deda21c2-4509-4b4d-a2e0-3e3099557563	Gene Expression Quantification	released	RNA-Seq	1	37.0 - 43.0	CPTAC-3	afa177b2-58d7-4e2b-8cdd-2ceb97fb8b89	released	7f812191-3424-42f2-9276-3c4901557f1f_star_-_counts	quay.io/ncigdc	STAR - Counts	122a0dd1445b2664b1b40b7df7b0e2240183d712	Primary Tumor	NA	C3L-05849	C3L-05849-02
18d5cc1f-ce69-4008-bac9-d67fa71f38c6	TSV	CPT0288840001	open	53af19f4-12d5-44c2-88d4-405ac04b8771.rna_seq.augmented_star_gene_counts.tsv	d38881e6-adfa-4af6-bad5-9bf521d607e9	Transcriptome Profiling	gene_expression	Illumina	4258457	2022-04-21T09:01:26.474336-05:00	0a2532971853f1e7ab1a06e83e7eb0a0	2024-07-29T18:55:09.207530-05:00	18d5cc1f-ce69-4008-bac9-d67fa71f38c6	Gene Expression Quantification	released	RNA-Seq	1	37.0 - 43.0	CPTAC-3	2024a0b2-385f-4bdf-b946-8e532691f43e	released	53af19f4-12d5-44c2-88d4-405ac04b8771_star_-_counts	quay.io/ncigdc	STAR - Counts	61fd5ef8ab410a784da2e89eca063ca3c66998ec	Primary Tumor	NA	C3L-05849	C3L-05849-12
bd72be5a-6f4a-4619-81d0-4a64984ee7b7	TSV	CPT0352940001	open	e626b1c0-aa94-467c-b02a-b00c9f6daaa8.rna_seq.augmented_star_gene_counts.tsv	6c5888b4-37b6-4d54-b419-8f9ace0cefc1	Transcriptome Profiling	gene_expression	Illumina	4175941	2022-04-21T08:57:06.026343-05:00	0f88dfac2d48df71d33b4e0338dc6f9c	2024-07-29T19:38:53.022167-05:00	bd72be5a-6f4a-4619-81d0-4a64984ee7b7	Gene Expression Quantification	released	RNA-Seq	1	37.0 - 43.0	CPTAC-3	dd1c487e-e0a6-4a83-96bf-0cb5ca07aeff	released	e626b1c0-aa94-467c-b02a-b00c9f6daaa8_star_-_counts	quay.io/ncigdc	STAR - Counts	61fd5ef8ab410a784da2e89eca063ca3c66998ec	Primary Tumor	NA	C3N-02595	C3N-02595-11
37be26f4-8bcd-40d3-9cdc-8f855e9166d8	TSV	CPT0181810010	open	490b7dde-0347-4a38-b49b-e3cf1a4f547a.rna_seq.augmented_star_gene_counts.tsv	485d43a0-60ed-465b-ab39-cd80a53830d0	Transcriptome Profiling	gene_expression	Illumina	4222527	2022-04-21T08:15:12.937970-05:00	504fa492eef0bfe40e89b92261e6d7ab	2024-07-29T19:01:11.253264-05:00	37be26f4-8bcd-40d3-9cdc-8f855e9166d8	Gene Expression Quantification	released	RNA-Seq	1	37.0 - 43.0	CPTAC-3	af6dfb51-4fcf-4ff0-a87b-5df1acbe1bcb	released	490b7dde-0347-4a38-b49b-e3cf1a4f547a_star_-_counts	quay.io/ncigdc	STAR - Counts	122a0dd1445b2664b1b40b7df7b0e2240183d712	Primary Tumor	NA	C3N-02595	C3N-02595-01
12b3bda1-07e5-4fb9-8b7e-ae243a3105ee	TSV	CPT0026090001	open	250685de-21d4-4ae7-b568-540089d7978c.rna_seq.augmented_star_gene_counts.tsv	6f676c0d-1714-4cd2-b688-501aecf65fdf	Transcriptome Profiling	gene_expression	Illumina	4213828	2022-04-21T08:53:46.010120-05:00	abaf6598a39b132ec52244e9f1bee8bf	2024-07-29T20:46:36.505762-05:00	12b3bda1-07e5-4fb9-8b7e-ae243a3105ee	Gene Expression Quantification	released	RNA-Seq	1	34.0 - 43.0	CPTAC-3	c3cd62d2-4eb0-46cf-9105-1b06de77e57e	released	250685de-21d4-4ae7-b568-540089d7978c_star_-_counts	quay.io/ncigdc	STAR - Counts	61fd5ef8ab410a784da2e89eca063ca3c66998ec	Primary Tumor	NA	C3N-00734	C3N-00734-13
66cf3a8d-84fd-44a1-8727-74360c04dbd1	TSV	CPT0002500005	open	4ba838f4-c8ce-4511-b740-0f4f91ec9cf5.rna_seq.augmented_star_gene_counts.tsv	24398326-9e66-4c5d-bbac-ae4314331615	Transcriptome Profiling	gene_expression	Illumina	4237405	2022-01-06T09:48:59.556579-06:00	1340245cd40c3b3a48c4eaa27588d5a6	2024-07-30T22:00:22.273940-05:00	66cf3a8d-84fd-44a1-8727-74360c04dbd1	Gene Expression Quantification	released	RNA-Seq	2	32.0 - 43.0	CPTAC-3	e8992b5b-fdb7-4c8c-bab5-668b2852f519	released	4ba838f4-c8ce-4511-b740-0f4f91ec9cf5_star_-_counts	quay.io/ncigdc	STAR - Counts	122a0dd1445b2664b1b40b7df7b0e2240183d712	Primary Tumor	NA	C3L-00362	C3L-00362-02
9dc07176-b01e-44cd-a3bc-63706c35f972	TSV	CPT0349640001	open	00871caf-3f63-499e-a152-5a6b19834bf7.rna_seq.augmented_star_gene_counts.tsv	484c0045-ad06-4fd9-b98f-63cd3a473912	Transcriptome Profiling	gene_expression	Illumina	4246276	2022-04-21T09:01:44.581010-05:00	f13ecba665fb389b173723c98a19a64d	2024-07-29T20:41:10.948101-05:00	9dc07176-b01e-44cd-a3bc-63706c35f972	Gene Expression Quantification	released	RNA-Seq	1	34.0 - 43.0	CPTAC-3	849ee89e-8f9b-41df-bbcf-6f96c945878e	released	00871caf-3f63-499e-a152-5a6b19834bf7_star_-_counts	quay.io/ncigdc	STAR - Counts	61fd5ef8ab410a784da2e89eca063ca3c66998ec	Primary Tumor	NA	C3L-00362	C3L-00362-12
5acf0479-e2de-4df4-9e45-5a619558bbcd	TSV	CPT0352440001	open	97c52c3d-dbea-44da-a503-f56e727f00de.rna_seq.augmented_star_gene_counts.tsv	2d0c04fd-8ddf-4c8e-8ec0-bd07759f235b	Transcriptome Profiling	gene_expression	Illumina	4235013	2022-04-21T08:54:17.562512-05:00	0674f36072c2d3be648924ee6bf6ef9a	2024-07-29T19:14:18.185745-05:00	5acf0479-e2de-4df4-9e45-5a619558bbcd	Gene Expression Quantification	released	RNA-Seq	1	37.0 - 43.0	CPTAC-3	3ebc0b3c-5b3d-440f-a46a-419e2b80bee1	released	97c52c3d-dbea-44da-a503-f56e727f00de_star_-_counts	quay.io/ncigdc	STAR - Counts	61fd5ef8ab410a784da2e89eca063ca3c66998ec	Primary Tumor	NA	C3N-02271	C3N-02271-11
59836f9e-ae68-458f-a524-ab723b46f17f	TSV	CPT0350780001	open	c11d8f64-9b2f-4558-b0c0-cb55f5e4b8c7.rna_seq.augmented_star_gene_counts.tsv	d6eae18c-16e7-4bbc-8268-01eb3ae571ac	Transcriptome Profiling	gene_expression	Illumina	4244589	2022-04-21T09:04:03.039096-05:00	ce6484d1e2adc717caf3d5d4e6f7d13c	2024-07-29T19:14:13.227218-05:00	59836f9e-ae68-458f-a524-ab723b46f17f	Gene Expression Quantification	released	RNA-Seq	1	37.0 - 43.0	CPTAC-3	0f505e9c-93c9-4307-8921-5356b90f3dc5	released	c11d8f64-9b2f-4558-b0c0-cb55f5e4b8c7_star_-_counts	quay.io/ncigdc	STAR - Counts	61fd5ef8ab410a784da2e89eca063ca3c66998ec	Primary Tumor	NA	C3N-00872	C3N-00872-13
ccf4ffdf-cc72-4ff5-b29d-454e45d6a425	TSV	CPT0026450001	open	b4aa381f-9895-4bdc-818b-6deec03782bf.rna_seq.augmented_star_gene_counts.tsv	0a8278c0-a97c-44fd-bfcc-90cf58db431f	Transcriptome Profiling	gene_expression	Illumina	4275820	2022-04-21T08:58:33.552300-05:00	37664f365bd41165a9b8a51637938af8	2024-07-29T19:54:00.038193-05:00	ccf4ffdf-cc72-4ff5-b29d-454e45d6a425	Gene Expression Quantification	released	RNA-Seq	1	34.0 - 43.0	CPTAC-3	bce61d6a-98eb-4ffb-a4a2-efd40984dd0c	released	b4aa381f-9895-4bdc-818b-6deec03782bf_star_-_counts	quay.io/ncigdc	STAR - Counts	61fd5ef8ab410a784da2e89eca063ca3c66998ec	Primary Tumor	NA	C3L-00767	C3L-00767-11
79023acb-64b6-485e-b93f-2a04e8587d8d	TSV	CPT0353280001	open	0aa39df5-d193-4d24-99f8-6ffb41a03099.rna_seq.augmented_star_gene_counts.tsv	85f33445-2f36-4575-a8aa-b4641fc8046e	Transcriptome Profiling	gene_expression	Illumina	4236698	2022-04-21T08:52:56.855002-05:00	cace83db2d0be9a79fcf38ad5521c659	2024-07-29T19:19:40.639877-05:00	79023acb-64b6-485e-b93f-2a04e8587d8d	Gene Expression Quantification	released	RNA-Seq	1	37.0 - 43.0	CPTAC-3	df55aa1c-62e5-482e-94e8-21c4525747f9	released	0aa39df5-d193-4d24-99f8-6ffb41a03099_star_-_counts	quay.io/ncigdc	STAR - Counts	61fd5ef8ab410a784da2e89eca063ca3c66998ec	Primary Tumor	NA	C3N-02678	C3N-02678-12
504cc0b3-b1c7-4e91-9487-19c5ea2796f4	TSV	CPT0351030001	open	26a59e17-5f1d-4516-95c2-d274a583babd.rna_seq.augmented_star_gene_counts.tsv	b5630f3a-16f9-43d2-87a0-0ef94083101d	Transcriptome Profiling	gene_expression	Illumina	4282964	2022-04-21T08:53:32.941661-05:00	364d9f7b149609fdd098b5b6a802110a	2024-07-29T19:12:44.375601-05:00	504cc0b3-b1c7-4e91-9487-19c5ea2796f4	Gene Expression Quantification	released	RNA-Seq	1	37.0 - 43.0	CPTAC-3	3094dbf0-acef-4bf4-af95-4e6ecccd0ac5	released	26a59e17-5f1d-4516-95c2-d274a583babd_star_-_counts	quay.io/ncigdc	STAR - Counts	61fd5ef8ab410a784da2e89eca063ca3c66998ec	Primary Tumor	NA	C3N-01171	C3N-01171-13
35d18465-3301-4548-bfbf-b3068f81611e	TSV	CPT0095190006	open	a3f17076-778f-495d-9d8d-bf9a6f020a88.rna_seq.augmented_star_gene_counts.tsv	9224a8ed-e76a-4514-8d38-9028cb31108a	Transcriptome Profiling	gene_expression	Illumina	4239059	2022-04-04T18:51:52.838866-05:00	b133b3a7b48fe7ab77d69b5548b4074f	2024-07-29T19:01:10.024230-05:00	35d18465-3301-4548-bfbf-b3068f81611e	Gene Expression Quantification	released	RNA-Seq	1	37.0 - 43.0	CPTAC-3	90484d23-49cb-41d1-a8ed-f64e3ab16d4d	released	a3f17076-778f-495d-9d8d-bf9a6f020a88_star_-_counts	quay.io/ncigdc	STAR - Counts	122a0dd1445b2664b1b40b7df7b0e2240183d712	Primary Tumor	NA	C3N-01171	C3N-01171-03
9e3cb85b-7021-4d7a-9e59-c4be2d2dd6b6	TSV	CPT0086490006	open	ab7185f2-b628-494f-8908-666b49aacfe0.rna_seq.augmented_star_gene_counts.tsv	9f30bb34-6203-4f6b-abbb-8e84b79526c7	Transcriptome Profiling	gene_expression	Illumina	4244707	2022-04-21T08:14:37.158823-05:00	80c0c19de5a3b2145f43177a8e790009	2024-07-29T19:28:15.576336-05:00	9e3cb85b-7021-4d7a-9e59-c4be2d2dd6b6	Gene Expression Quantification	released	RNA-Seq	1	37.0 - 43.0	CPTAC-3	4fbbc736-263b-488f-85fb-8ffc1ac3d437	released	ab7185f2-b628-494f-8908-666b49aacfe0_star_-_counts	quay.io/ncigdc	STAR - Counts	122a0dd1445b2664b1b40b7df7b0e2240183d712	Primary Tumor	NA	C3L-01664	C3L-01664-01
b16091b6-6dbf-4361-adf2-d862708de1ac	TSV	CPT0093150001	open	325cd823-5536-42b7-b445-f3ae05fe5846.rna_seq.augmented_star_gene_counts.tsv	470bb522-4f13-4888-98e1-b2101024e52e	Transcriptome Profiling	gene_expression	Illumina	4237003	2022-04-21T08:51:21.733725-05:00	c159da8494bcb4ef51e55d06191b07ec	2024-07-29T19:33:04.324376-05:00	b16091b6-6dbf-4361-adf2-d862708de1ac	Gene Expression Quantification	released	RNA-Seq	1	37.0 - 43.0	CPTAC-3	6894542d-6e99-486c-a26e-11b96e508968	released	325cd823-5536-42b7-b445-f3ae05fe5846_star_-_counts	quay.io/ncigdc	STAR - Counts	61fd5ef8ab410a784da2e89eca063ca3c66998ec	Primary Tumor	NA	C3L-01277	C3L-01277-11
df10e9e7-dfd8-4c65-b2d2-07fdf132669f	TSV	CPT0112910006	open	1ceb7c00-4322-4163-b467-da8aace56679.rna_seq.augmented_star_gene_counts.tsv	61bf4322-b5ef-44b7-9920-0370900aa469	Transcriptome Profiling	gene_expression	Illumina	4238386	2022-04-21T08:15:44.046070-05:00	8b0c78c8d1c54a9a5a9b9fa618755b90	2024-07-29T19:46:42.792319-05:00	df10e9e7-dfd8-4c65-b2d2-07fdf132669f	Gene Expression Quantification	released	RNA-Seq	1	37.0 - 43.0	CPTAC-3	07f563e7-0f2e-4446-bcb4-4d741b359950	released	1ceb7c00-4322-4163-b467-da8aace56679_star_-_counts	quay.io/ncigdc	STAR - Counts	122a0dd1445b2664b1b40b7df7b0e2240183d712	Primary Tumor	NA	C3L-02354	C3L-02354-02
5b30d599-c881-4043-a6a0-59c9f3c57e64	TSV	CPT0350130001	open	a26d3cee-fed9-4c1d-98dc-2837c9a287c0.rna_seq.augmented_star_gene_counts.tsv	8d606032-f5cb-4d5a-9fbe-e8d227a60892	Transcriptome Profiling	gene_expression	Illumina	4251591	2022-04-21T08:50:59.911283-05:00	04308bafbbb3762a4539dca9977ea21a	2024-07-29T19:14:33.973039-05:00	5b30d599-c881-4043-a6a0-59c9f3c57e64	Gene Expression Quantification	released	RNA-Seq	1	37.0 - 43.0	CPTAC-3	3b4c1f15-f837-4e9c-9a22-a92510221758	released	a26d3cee-fed9-4c1d-98dc-2837c9a287c0_star_-_counts	quay.io/ncigdc	STAR - Counts	61fd5ef8ab410a784da2e89eca063ca3c66998ec	Primary Tumor	NA	C3L-02354	C3L-02354-12
